Departamento,Municipio,Programa,Año de Asignación,Estado de Postulación,Hogares,Valor Asignado
NARIÑO,ALDANA,Bolsa Desplazados,2008,Asignados,1,5768750.00
NARIÑO,ALDANA,Bolsa Desplazados,2010,Asignados,1,15450000.00
NARIÑO,ANCUYA,Bolsa Atentados terroristas,2009,Asignados,4,43720000.00
NARIÑO,ANCUYA,Bolsa Concejales,2010,Asignados,1,11330000.00
NARIÑO,ANCUYA,Bolsa Desplazados,2010,Asignados,1,15450000.00
NARIÑO,ANCUYA,Bolsa Desplazados,2011,Asignados,1,16068000.00
NARIÑO,ARBOLEDA,Ahorro Programado Contractual,2009,Apto con subsidio vencido,1,7105670.00
NARIÑO,ARBOLEDA,Bolsa Atentados terroristas,2009,Asignados,7,76510000.00
NARIÑO,ARBOLEDA,Bolsa Concejales,2008,Asignados,1,10153000.00
NARIÑO,ARBOLEDA,Bolsa Concejales,2009,Asignados,1,10683350.00
NARIÑO,ARBOLEDA,Bolsa Concejales,2010,Asignados,1,11330000.00
NARIÑO,ARBOLEDA,Bolsa Concejales,2011,Asignados,1,11783200.00
NARIÑO,ARBOLEDA,Bolsa Desplazados,2005,Asignados,1,4475000.00
NARIÑO,ARBOLEDA,Bolsa Desplazados,2007,Asignados,1,10842500.00
NARIÑO,ARBOLEDA,Bolsa Desplazados,2010,Asignados,1,15450000.00
NARIÑO,ARBOLEDA,Bolsa Esfuerzo Territorial,2003,Asignados,35,243732020.00
NARIÑO,ARBOLEDA,Bolsa Saludable,2009,Apto con subsidio vencido,1,3672800.00
NARIÑO,ARBOLEDA,Bolsa Saludable,2009,Asignados,46,164851460.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,2,14214000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2004,Apto con subsidio vencido,3,22554000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2006,Asignados,13,110500000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2008,Renuncia con restitucion de subsidio,1,10100000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2008,Restitución SFV por Vencimiento Vigencia,228,2302800000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2009,Apto con subsidio vencido,3,32100000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2009,Asignados,25,267500000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2013,Asignados,13,131300000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2017,Asignados,210,2121000000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2017,Renuncia con restitucion de subsidio,2,20200000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2018,Asignados,2,30320000.00
NARIÑO,BARBACOAS,Bolsa Atentados terroristas,2020,Asignados,2,36867726.00
NARIÑO,BARBACOAS,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,1,10931800.00
NARIÑO,BARBACOAS,Bolsa Concejales,2011,Asignados,2,23030800.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2004,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2004,Asignados,4,17900000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2005,Asignados,7,31325000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2006,Asignados,1,5100000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2007,Asignados,28,157216250.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,11537500.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2008,Asignados,57,385077250.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2009,Asignados,37,273295000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2010,Apto con subsidio vencido,2,30900000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,9012500.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2010,Asignados,8,114587500.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2011,Asignados,3,48204000.00
NARIÑO,BARBACOAS,Bolsa Desplazados,2013,Asignados,1,12422500.00
NARIÑO,BARBACOAS,Programa de Vivienda Gratuita Fase I,2012,Asignados,1,39669000.00
NARIÑO,BELEN,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,7659080.00
NARIÑO,BELEN,Bolsa Atentados terroristas,2008,Asignados,133,1349950000.00
NARIÑO,BELEN,Bolsa Atentados terroristas,2009,Asignados,36,391920000.00
NARIÑO,BELEN,Bolsa Desplazados,2005,Asignados,1,4475000.00
NARIÑO,BELEN,Bolsa Desplazados,2008,Asignados,1,5768750.00
NARIÑO,BELEN,Bolsa Desplazados,2009,Asignados,1,14907000.00
NARIÑO,BELEN,Bolsa Esfuerzo Territorial,2011,Asignados,31,363940200.00
NARIÑO,BELEN,Bolsa Saludable,2008,Asignados,8,29486352.00
NARIÑO,BELEN,Bolsa Saludable,2009,Renuncia con restitucion de subsidio,1,3661425.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2006,Asignados,35,297500000.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2007,Asignados,200,1812800000.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2007,Renuncias al subsidio,2,18200000.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2008,Asignados,100,1007650000.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2009,Asignados,46,502780000.00
NARIÑO,BUESACO,Bolsa Atentados terroristas,2010,Asignados,1,9100000.00
NARIÑO,BUESACO,Bolsa Desastres Naturales,2013,Apto con subsidio vencido,1,16971702.00
NARIÑO,BUESACO,Bolsa Desastres Naturales,2013,Asignados,64,1086253026.00
NARIÑO,BUESACO,Bolsa Desastres Naturales,2015,Asignados,7,157408140.00
NARIÑO,BUESACO,Bolsa Desplazados,2004,Asignados,6,26850000.00
NARIÑO,BUESACO,Bolsa Desplazados,2005,Asignados,5,22375000.00
NARIÑO,BUESACO,Bolsa Desplazados,2007,Asignados,6,32527500.00
NARIÑO,BUESACO,Bolsa Desplazados,2008,Asignados,29,167293750.00
NARIÑO,BUESACO,Bolsa Desplazados,2009,Asignados,2,21118250.00
NARIÑO,BUESACO,Bolsa Desplazados,2010,Asignados,1,15450000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2003,Asignados,91,638946200.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2003,Restitución SFV Cobro Directo Fiduciaria,2,12266300.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2004,Apto con subsidio vencido,1,7500000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2004,Asignados,65,487518000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2004,Renuncia con restitucion de subsidio,2,15000000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2005,Asignados,5,37500000.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2007,Asignados,18,115142508.00
NARIÑO,BUESACO,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Vencimiento Vigencia,2,12793612.00
NARIÑO,BUESACO,Programa de Vivienda Gratuita Fase II,2018,Asignados,55,2878876770.00
NARIÑO,BUESACO,Programa de Vivienda Gratuita Fase II,2019,Asignados,79,4383217988.00
NARIÑO,CHACHAGUI,Bolsa Desplazados,2007,Asignados,8,43370000.00
NARIÑO,CHACHAGUI,Bolsa Desplazados,2008,Asignados,11,63456250.00
NARIÑO,CHACHAGUI,Bolsa Desplazados,2009,Asignados,1,6211250.00
NARIÑO,CHACHAGUI,Bolsa Ordinaria,2005,Asignados,6,48069000.00
NARIÑO,CHACHAGUI,Bolsa Ordinaria,2008,Asignados,1,9107700.00
NARIÑO,CHACHAGUI,Bolsa Saludable,2009,Apto con subsidio vencido,2,7205920.00
NARIÑO,CHACHAGUI,Bolsa Saludable,2009,Asignados,149,533065430.00
NARIÑO,CHACHAGUI,Bolsa Saludable,2009,Renuncia con restitucion de subsidio,4,14285840.00
NARIÑO,CHACHAGUI,Bolsa Saludable,2009,Restitucion de subsidios no aplicados,3,10441040.00
NARIÑO,CHACHAGUI,Programa de Vivienda Gratuita Fase I,2013,Asignados,1,41265000.00
NARIÑO,COLON-GENOVA,Bolsa Atentados terroristas,2009,Asignados,3,32790000.00
NARIÑO,COLON-GENOVA,Bolsa Concejales,2010,Asignados,1,11072500.00
NARIÑO,COLON-GENOVA,Bolsa Desplazados,2008,Asignados,3,23160250.00
NARIÑO,COLON-GENOVA,Bolsa Desplazados,2009,Asignados,1,14907000.00
NARIÑO,COLON-GENOVA,Bolsa Ordinaria,2005,Apto con subsidio vencido,3,24034500.00
NARIÑO,COLON-GENOVA,Programa de Vivienda Gratuita Fase II,2018,Asignados,89,4658546046.00
NARIÑO,COLON-GENOVA,Programa de Vivienda Gratuita Fase II,2019,Asignados,31,1719996932.00
NARIÑO,CONSACA,Bolsa Desplazados,2004,Asignados,2,8950000.00
NARIÑO,CONSACA,Bolsa Desplazados,2005,Asignados,17,76075000.00
NARIÑO,CONSACA,Bolsa Desplazados,2006,Asignados,2,10200000.00
NARIÑO,CONSACA,Bolsa Desplazados,2007,Asignados,5,27106250.00
NARIÑO,CONSACA,Bolsa Desplazados,2008,Asignados,7,40381250.00
NARIÑO,CONSACA,Bolsa Desplazados,2009,Asignados,2,12422500.00
NARIÑO,CONSACA,Bolsa Desplazados,2010,Asignados,1,15450000.00
NARIÑO,CONSACA,Bolsa Desplazados,2010,Subsidio Revocado,1,14950000.00
NARIÑO,CONSACA,Bolsa Desplazados,2011,Asignados,1,9373000.00
NARIÑO,CONSACA,Bolsa Desplazados,2019,Asignados,1,24843480.00
NARIÑO,CONTADERO,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,11783200.00
NARIÑO,CONTADERO,Bolsa Concejales,2011,Apto con subsidio vencido,1,11783200.00
NARIÑO,CONTADERO,Bolsa Concejales,2011,Asignados,1,6159400.00
NARIÑO,CORDOBA,Bolsa Concejales,2008,Asignados,1,9922250.00
NARIÑO,CORDOBA,Bolsa Concejales,2011,Apto con subsidio vencido,1,11515400.00
NARIÑO,CORDOBA,Bolsa Desplazados,2004,Asignados,7,31325000.00
NARIÑO,CORDOBA,Bolsa Desplazados,2005,Asignados,12,53700000.00
NARIÑO,CORDOBA,Bolsa Desplazados,2006,Asignados,6,40800000.00
NARIÑO,CORDOBA,Bolsa Desplazados,2007,Asignados,45,243956250.00
NARIÑO,CORDOBA,Bolsa Desplazados,2008,Asignados,29,167293750.00
NARIÑO,CORDOBA,Bolsa Desplazados,2009,Asignados,2,12422500.00
NARIÑO,CORDOBA,Bolsa Desplazados,2010,Asignados,6,63087500.00
NARIÑO,CORDOBA,Bolsa Desplazados,2011,Asignados,2,25441000.00
NARIÑO,CORDOBA,Bolsa Saludable,2008,Asignados,45,161841300.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Atentados terroristas,2004,Asignados,1,7518000.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Atentados terroristas,2009,Asignados,2,21862000.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Esfuerzo Territorial,2005,Asignados,33,234300000.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Esfuerzo Territorial,2005,Renuncia con restitucion de subsidio,1,7100000.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Saludable,2009,Apto con subsidio vencido,5,17912400.00
NARIÑO,CUASPUD-CARLOSAMA,Bolsa Saludable,2009,Asignados,155,554205800.00
NARIÑO,CUASPUD-CARLOSAMA,Programa de Vivienda Gratuita Fase I,2015,Asignados,114,4697894649.00
NARIÑO,CUASPUD-CARLOSAMA,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,4,164902052.00
NARIÑO,CUASPUD-CARLOSAMA,Programa de Vivienda Gratuita Fase I,2016,Asignados,1,41225513.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2004,Apto con subsidio vencido,2,15036000.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2004,Asignados,3,22554000.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2006,Asignados,52,445536000.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2007,Asignados,37,317016000.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2008,Asignados,18,182754000.00
NARIÑO,CUMBAL,Bolsa Atentados terroristas,2009,Asignados,6,65586000.00
NARIÑO,CUMBAL,Bolsa Concejales,2009,Asignados,2,21863600.00
NARIÑO,CUMBAL,Bolsa Concejales,2011,Asignados,2,23566400.00
NARIÑO,CUMBAL,Bolsa Desplazados,2004,Asignados,2,8950000.00
NARIÑO,CUMBAL,Bolsa Desplazados,2005,Asignados,3,13425000.00
NARIÑO,CUMBAL,Bolsa Desplazados,2006,Asignados,2,15300000.00
NARIÑO,CUMBAL,Bolsa Desplazados,2007,Asignados,3,16263750.00
NARIÑO,CUMBAL,Bolsa Desplazados,2008,Asignados,7,49077000.00
NARIÑO,CUMBAL,Bolsa Desplazados,2009,Asignados,2,29814000.00
NARIÑO,CUMBAL,Bolsa Desplazados,2010,Asignados,10,141625000.00
NARIÑO,CUMBAL,Bolsa Esfuerzo Territorial,2005,Asignados,54,405000000.00
NARIÑO,CUMBAL,Programa de Vivienda Gratuita Fase I,2016,Asignados,149,6572588319.00
NARIÑO,CUMBAL,Programa de Vivienda Gratuita Fase I,2016,Renuncias al subsidio,1,44111331.00
NARIÑO,CUMBAL,Programa de Vivienda Gratuita Fase I,2018,Asignados,1,44111331.00
NARIÑO,CUMBITARA,Bolsa Atentados terroristas,2004,Apto con subsidio vencido,1,7518000.00
NARIÑO,CUMBITARA,Bolsa Atentados terroristas,2004,Asignados,15,112770000.00
NARIÑO,CUMBITARA,Bolsa Atentados terroristas,2005,Apto con subsidio vencido,5,40057500.00
NARIÑO,CUMBITARA,Bolsa Atentados terroristas,2006,Asignados,8,68544000.00
NARIÑO,CUMBITARA,Bolsa Concejales,2008,Asignados,1,10153000.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2007,Asignados,1,5421250.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,8695750.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2008,Asignados,2,17306250.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2009,Asignados,6,89442000.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2010,Asignados,9,139050000.00
NARIÑO,CUMBITARA,Bolsa Desplazados,2011,Asignados,1,16068000.00
NARIÑO,EL CHARCO,Bolsa Atentados terroristas,2006,Asignados,109,933912000.00
NARIÑO,EL CHARCO,Bolsa Atentados terroristas,2007,Asignados,150,1327836300.00
NARIÑO,EL CHARCO,Bolsa Atentados terroristas,2009,Asignados,2,21863600.00
NARIÑO,EL CHARCO,Bolsa Desplazados,2007,Asignados,61,340182000.00
NARIÑO,EL CHARCO,Bolsa Desplazados,2008,Asignados,110,695160750.00
NARIÑO,EL CHARCO,Bolsa Desplazados,2009,Asignados,55,376401750.00
NARIÑO,EL CHARCO,Bolsa Desplazados,2010,Asignados,12,122312500.00
NARIÑO,EL PEÑOL,Bolsa Atentados terroristas,2009,Asignados,1,10931800.00
NARIÑO,EL PEÑOL,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,1,10931800.00
NARIÑO,EL PEÑOL,Bolsa Desplazados,2009,Asignados,1,14907000.00
NARIÑO,EL PEÑOL,Programa de Vivienda Gratuita Fase I,2016,Asignados,87,3838885440.00
NARIÑO,EL PEÑOL,Programa de Vivienda Gratuita Fase I,2016,Renuncias al subsidio,9,397126080.00
NARIÑO,EL ROSARIO,Bolsa Concejales,2008,Asignados,3,25613250.00
NARIÑO,EL ROSARIO,Bolsa Concejales,2009,Asignados,2,21863600.00
NARIÑO,EL ROSARIO,Bolsa Concejales,2010,Asignados,1,11330000.00
NARIÑO,EL ROSARIO,Bolsa Concejales,2011,Asignados,1,11783200.00
NARIÑO,EL ROSARIO,Bolsa Desplazados,2007,Asignados,6,71827250.00
NARIÑO,EL ROSARIO,Bolsa Desplazados,2008,Asignados,9,111546750.00
NARIÑO,EL ROSARIO,Bolsa Desplazados,2009,Asignados,8,110560250.00
NARIÑO,EL ROSARIO,Bolsa Desplazados,2010,Asignados,14,216300000.00
NARIÑO,EL ROSARIO,Programa de Vivienda Gratuita Fase I,2014,Asignados,4,164902052.00
NARIÑO,EL ROSARIO,Programa de Vivienda Gratuita Fase I,2015,Asignados,46,1896373598.00
NARIÑO,EL TABLON,Bolsa Atentados terroristas,2009,Asignados,34,371646000.00
NARIÑO,EL TABLON,Bolsa Atentados terroristas,2011,Asignados,1,10931000.00
NARIÑO,EL TABLON,Bolsa Concejales,2008,Asignados,2,20075250.00
NARIÑO,EL TABLON,Bolsa Concejales,2010,Asignados,1,10815000.00
NARIÑO,EL TABLON,Bolsa Concejales,2011,Asignados,3,34278400.00
NARIÑO,EL TABLON,Bolsa Desplazados,2004,Asignados,2,8950000.00
NARIÑO,EL TABLON,Bolsa Desplazados,2005,Asignados,2,8950000.00
NARIÑO,EL TABLON,Bolsa Desplazados,2006,Asignados,1,5100000.00
NARIÑO,EL TABLON,Bolsa Desplazados,2008,Asignados,3,32213250.00
NARIÑO,EL TABLON,Bolsa Desplazados,2009,Asignados,6,89442000.00
NARIÑO,EL TABLON,Bolsa Desplazados,2009,Subsidio Revocado,1,8695750.00
NARIÑO,EL TABLON,Bolsa Desplazados,2010,Asignados,4,61800000.00
NARIÑO,EL TABLON,Bolsa Desplazados,2018,Asignados,1,11718630.00
NARIÑO,EL TABLON,Bolsa Desplazados,2020,Asignados,1,13167045.00
NARIÑO,EL TABLON,Bolsa Esfuerzo Territorial,2007,Asignados,39,337350000.00
NARIÑO,EL TAMBO,Bolsa Concejales,2010,Asignados,1,5922500.00
NARIÑO,EL TAMBO,Bolsa Desplazados,2011,Asignados,1,16068000.00
NARIÑO,EL TAMBO,Bolsa Esfuerzo Territorial,2003,Asignados,52,362902248.00
NARIÑO,EL TAMBO,Bolsa Esfuerzo Territorial,2003,Renuncia con restitucion de subsidio,6,41965422.00
NARIÑO,EL TAMBO,Bolsa Saludable,2008,Asignados,51,182757080.50
NARIÑO,EL TAMBO,Bolsa Saludable,2009,Asignados,11,39475041.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Atentados terroristas,2009,Apto con subsidio vencido,3,32100000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Atentados terroristas,2009,Asignados,8,85600000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Atentados terroristas,2009,Restitución SFV Cobro Directo Fiduciaria,51,545700000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Concejales,2008,Asignados,1,10153000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Concejales,2008,Renuncia con restitucion de subsidio,1,10153000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Concejales,2009,Apto con subsidio vencido,1,10931800.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
NARIÑO,FRANCISCO PIZARRO,Bolsa Desplazados,2010,Asignados,5,77250000.00
NARIÑO,FUNES,Ahorro Programado Contractual,2009,Apto con subsidio vencido,1,7105670.00
NARIÑO,FUNES,Bolsa Esfuerzo Territorial,2003,Asignados,44,297476476.00
NARIÑO,FUNES,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,6760829.00
NARIÑO,FUNES,Bolsa Saludable,2009,Asignados,43,153940000.00
NARIÑO,FUNES,Programa de Vivienda Gratuita Fase I,2015,Asignados,52,2050048000.00
NARIÑO,GUACHUCAL,Bolsa Atentados terroristas,2008,Restitución SFV por Vencimiento Vigencia,1,10100000.00
NARIÑO,GUACHUCAL,Programa de Vivienda Gratuita Fase I,2013,Asignados,1,41265000.00
NARIÑO,GUAITARILLA,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,11783200.00
NARIÑO,GUAITARILLA,Bolsa Desplazados,2009,Asignados,1,14907000.00
NARIÑO,GUAITARILLA,Bolsa Ordinaria,2008,Asignados,6,54646200.00
NARIÑO,GUAITARILLA,Programa de Vivienda Gratuita Fase I,2015,Asignados,135,5364108792.00
NARIÑO,GUAITARILLA,Programa de Vivienda Gratuita Fase I,2015,Perdida de ejecutoriedad de asignación de SFV,1,39411680.00
NARIÑO,GUAITARILLA,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,3,118235040.00
NARIÑO,GUAITARILLA,Programa de Vivienda Gratuita Fase I,2015,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,1,39411680.00
NARIÑO,GUAITARILLA,Programa de Vivienda Gratuita Fase I,2016,Asignados,1,41225513.00
NARIÑO,GUALMATAN,Bolsa Concejales,2008,Asignados,2,20306000.00
NARIÑO,GUALMATAN,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,1,10931800.00
NARIÑO,GUALMATAN,Bolsa Esfuerzo Territorial,2006,Asignados,17,127806000.00
NARIÑO,GUALMATAN,Bolsa Saludable,2008,Asignados,65,235243472.00
NARIÑO,ILES,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
NARIÑO,ILES,Bolsa Esfuerzo Territorial,2008,Asignados,32,291685500.00
NARIÑO,ILES,Bolsa Esfuerzo Territorial,2009,Asignados,1,9107000.00
NARIÑO,ILES,Bolsa Ordinaria,2008,Asignados,5,45537100.00
NARIÑO,IMUES,Bolsa Esfuerzo Territorial,2006,Asignados,33,260700000.00
NARIÑO,IMUES,Programa de Vivienda Gratuita Fase I,2014,Asignados,54,2128230720.00
NARIÑO,IMUES,Programa de Vivienda Gratuita Fase I,2015,Asignados,61,2494804130.00
NARIÑO,IMUES,Programa de Vivienda Gratuita Fase I,2015,Perdida de ejecutoriedad de asignación de SFV,1,41225513.00
NARIÑO,IMUES,Programa de Vivienda Gratuita Fase I,2016,Asignados,13,535931669.00
NARIÑO,IMUES,Programa de Vivienda Gratuita Fase I,2016,Renuncias al subsidio,1,41225513.00
NARIÑO,IPIALES,Ahorro Programado Contractual,2009,Apto con subsidio vencido,2,14211340.00
NARIÑO,IPIALES,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,7659080.00
NARIÑO,IPIALES,Ahorro Programado Contractual,2011,Asignados,2,17303149.00
NARIÑO,IPIALES,Ahorro Programado Contractual,2012,Apto con subsidio vencido,1,8103810.00
NARIÑO,IPIALES,Ahorro Programado Contractual,2012,Asignados,2,24934800.00
NARIÑO,IPIALES,Bolsa Desplazados,2004,Asignados,25,111875000.00
NARIÑO,IPIALES,Bolsa Desplazados,2005,Asignados,17,76075000.00
NARIÑO,IPIALES,Bolsa Desplazados,2006,Asignados,15,132207000.00
NARIÑO,IPIALES,Bolsa Desplazados,2007,Asignados,34,189743750.00
NARIÑO,IPIALES,Bolsa Desplazados,2008,Asignados,48,276900000.00
NARIÑO,IPIALES,Bolsa Desplazados,2008,Perdida de ejecutoriedad de asignación de SFV,1,5768750.00
NARIÑO,IPIALES,Bolsa Desplazados,2009,Asignados,13,124225000.00
NARIÑO,IPIALES,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,2,24462500.00
NARIÑO,IPIALES,Bolsa Desplazados,2010,Asignados,20,275525000.00
NARIÑO,IPIALES,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,9373000.00
NARIÑO,IPIALES,Bolsa Desplazados,2011,Asignados,2,32136000.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2003,Asignados,57,343762824.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2003,Restitución SFV por Indemnización,1,6161800.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2007,Asignados,14,105242522.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2008,Restitución SFV por Vencimiento Vigencia,1,7517323.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2009,Asignados,26,257978500.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2010,Asignados,23,252814500.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2011,Apto con subsidio vencido,13,134578350.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2011,Asignados,89,977553050.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2011,Renuncia con restitucion de subsidio,13,139762100.00
NARIÑO,IPIALES,Bolsa Esfuerzo Territorial,2011,Restitución SFV por Vencimiento Vigencia,8,89157200.00
NARIÑO,IPIALES,MI CASA YA,2015,Asignados,26,319597600.00
NARIÑO,IPIALES,MI CASA YA,2015,Renuncias al subsidio,1,12887000.00
NARIÑO,IPIALES,MI CASA YA,2016,Asignados,55,703244100.00
NARIÑO,IPIALES,MI CASA YA,2016,Renuncias al subsidio,1,13789100.00
NARIÑO,IPIALES,MI CASA YA,2017,Apto con subsidio vencido,1,14754340.00
NARIÑO,IPIALES,MI CASA YA,2017,Asignados,12,171150344.00
